epoch,accuracy,loss
4,0.9861111044883728,0.07340318709611893
5,0.9930555820465088,0.04403217136859894
6,0.9895833134651184,0.038927774876356125
7,0.9895833134651184,0.04465679079294205
8,0.9965277910232544,0.03641892224550247
9,0.9895833134651184,0.03964530676603317
0,0.7569444179534912,0.5695610642433167
1,0.9583333134651184,0.22076277434825897
2,0.9895833134651184,0.11492058634757996
3,0.9791666865348816,0.08438769727945328
4,0.9826388955116272,0.09200302511453629
5,0.9895833134651184,0.07350528985261917
6,0.9895833134651184,0.0468468964099884
7,0.9930555820465088,0.03211882710456848
8,0.9895833134651184,0.04309886693954468
9,0.9756944179534912,0.07155174016952515
0,0.8784722089767456,0.41482141613960266
1,0.9895833134651184,0.16509270668029785
2,0.9791666865348816,0.09980735927820206
3,0.9791666865348816,0.06830395758152008
4,0.9826388955116272,0.06659631431102753
5,0.9930555820465088,0.04280482232570648
6,0.9895833134651184,0.04120457544922829
7,0.9861111044883728,0.04807662591338158
8,1.0,0.023851903155446053
9,0.9861111044883728,0.06014193966984749
0,0.8819444179534912,0.42634856700897217
1,0.9722222089767456,0.19358886778354645
2,0.9652777910232544,0.12673737108707428
3,0.9930555820465088,0.0835883840918541
4,0.9930555820465088,0.04697496071457863
5,0.9791666865348816,0.07631853967905045
6,0.9791666865348816,0.06374833732843399
7,0.9895833134651184,0.053262580186128616
8,0.9965277910232544,0.0375625416636467
9,0.9965277910232544,0.04165734723210335
0,0.6770833134651184,0.6554408669471741
1,0.9513888955116272,0.2671005129814148
2,0.9779411554336548,0.15085265040397644
3,0.9791666865348816,0.11996432393789291
4,0.9791666865348816,0.07110174745321274
5,0.9861111044883728,0.06473518908023834
6,0.9965277910232544,0.04762117564678192
7,0.9965277910232544,0.04544584080576897
8,0.9861111044883728,0.06684352457523346
9,0.9791666865348816,0.06205146014690399
0,0.8159722089767456,0.5351382493972778
1,0.9826388955116272,0.19638817012310028
2,0.9861111044883728,0.10235944390296936
3,0.9722222089767456,0.09986131638288498
4,0.9826388955116272,0.0673813596367836
5,0.9889705777168274,0.05306992679834366
6,0.9861111044883728,0.05361304059624672
7,0.9791666865348816,0.05912940949201584
8,1.0,0.030967222526669502
9,0.9930555820465088,0.02995452657341957
0,0.6319444179534912,0.7290470004081726
1,0.9444444179534912,0.32015684247016907
2,0.9722222089767456,0.18208365142345428
3,0.9791666865348816,0.11008605360984802
4,0.9930555820465088,0.07607679814100266
5,0.9895833134651184,0.05675916373729706
6,0.9965277910232544,0.04884091764688492
7,0.9861111044883728,0.06585279107093811
8,0.9826388955116272,0.060637421905994415
9,0.9895833134651184,0.0442805290222168
0,0.75,0.5663192272186279
1,0.9618055820465088,0.29322946071624756
2,0.9756944179534912,0.18249931931495667
3,0.9791666865348816,0.11699017137289047
4,0.9930555820465088,0.0768614187836647
5,0.9895833134651184,0.08959279954433441
6,0.96875,0.09860555827617645
7,0.9779411554336548,0.07235506176948547
8,0.9930555820465088,0.05109013244509697
9,0.9816176295280457,0.05103569105267525
0,0.8298611044883728,0.48524320125579834
1,0.9722222089767456,0.196062371134758
2,0.9826388955116272,0.1033942848443985
3,0.9722222089767456,0.10091034322977066
4,0.9652777910232544,0.10036416351795197
5,0.9756944179534912,0.07792694121599197
6,0.9826388955116272,0.061890918761491776
7,0.9930555820465088,0.04105794057250023
8,0.9965277910232544,0.04327283427119255
9,0.96875,0.07828101515769958
10,0.9826388955116272,0.061593011021614075
0,0.8125,0.5106653571128845
1,0.9722222089767456,0.22481322288513184
2,0.9756944179534912,0.13621671497821808
3,0.9722222089767456,0.1025572419166565
4,0.9826388955116272,0.08677475154399872
5,0.9791666865348816,0.06563283503055573
6,0.9791666865348816,0.06204374134540558
7,0.9861111044883728,0.062478020787239075
8,0.96875,0.09563741832971573
9,0.9895833134651184,0.044201117008924484
10,0.9895833134651184,0.039197832345962524
11,0.9861111044883728,0.07508742809295654
0,0.7361111044883728,0.6205639839172363
1,0.9375,0.2698689103126526
2,0.9548611044883728,0.16150729358196259
3,0.9722222089767456,0.10553844273090363
4,0.9826388955116272,0.08108866214752197
5,0.9722222089767456,0.09960655122995377
6,0.9756944179534912,0.08321484923362732
7,0.96875,0.0810493752360344
8,0.9826388955116272,0.05366151034832001
9,0.9791666865348816,0.07367496937513351
10,0.9861111044883728,0.07202782481908798
11,0.9791666865348816,0.057884447276592255
12,0.9930555820465088,0.041376467794179916
13,0.9895833134651184,0.0497736781835556
14,0.9895833134651184,0.0400235578417778
15,0.9826388955116272,0.05881475657224655
16,0.9861111044883728,0.04999819025397301
17,0.9930555820465088,0.02766752988100052
18,0.9861111044883728,0.039497435092926025
19,0.9791666865348816,0.05630524829030037
0,0.8576388955116272,0.4545712471008301
0,0.8194444179534912,0.5283132791519165
1,0.9583333134651184,0.2265186607837677
2,0.9583333134651184,0.16226567327976227
3,0.9861111044883728,0.09233179688453674
4,0.9756944179534912,0.09926712512969971
5,0.9791666865348816,0.08286400139331818
6,0.9861111044883728,0.06263913214206696
7,0.9826388955116272,0.07211162894964218
8,0.9965277910232544,0.038723208010196686
9,0.9722222089767456,0.07189816236495972
0,0.9166666865348816,0.21482321619987488
1,0.9826388955116272,0.07017610222101212
2,0.9722222089767456,0.08484312891960144
3,0.9756944179534912,0.12389875948429108
4,0.9930555820465088,0.025787629187107086
5,0.9826388955116272,0.04169922322034836
6,0.9930555820465088,0.030404189601540565
7,0.9861111044883728,0.02995874546468258
8,0.9895833134651184,0.036279983818531036
9,0.9965277910232544,0.008411708287894726
0,0.8923611044883728,0.2714442014694214
1,0.9791666865348816,0.060200586915016174
2,0.9895833134651184,0.04798571392893791
3,0.9861111044883728,0.047759298235177994
4,0.9791666865348816,0.057965680956840515
5,0.9965277910232544,0.0166972316801548
6,0.9826388955116272,0.08482132852077484
7,0.9791666865348816,0.08187062293291092
8,0.9861111044883728,0.05639326572418213
9,0.9930555820465088,0.03379208967089653
0,0.90625,0.2189713418483734
1,0.9861111044883728,0.05289806053042412
2,0.9583333134651184,0.12798888981342316
3,0.96875,0.1135164126753807
4,0.9861111044883728,0.07031901925802231
5,0.9479166865348816,0.13843359053134918
6,0.9861111044883728,0.07923528552055359
0,0.8611111044883728,48.941734313964844
1,0.9756944179534912,37.48648452758789
2,0.96875,27.342086791992188
3,0.9756944179534912,18.80835723876953
4,0.9895833134651184,11.909965515136719
5,0.9965277910232544,6.7720208168029785
6,0.9826388955116272,3.4483935832977295
7,0.9895833134651184,1.8686223030090332
8,0.9826388955116272,1.2573202848434448
9,0.9861111044883728,0.9510924220085144
0,0.8958333134651184,1.4937940835952759
1,0.9652777910232544,1.197242259979248
2,0.9791666865348816,1.0790773630142212
3,0.9895833134651184,0.944636881351471
4,0.9861111044883728,0.8595393300056458
5,0.9895833134651184,0.7564111948013306
6,0.9895833134651184,0.6892565488815308
7,0.9895833134651184,0.586496114730835
8,0.9895833134651184,0.5374497771263123
9,0.9852941036224365,0.47499966621398926
0,0.9097222089767456,1.4249145984649658
1,0.9791666865348816,1.18140709400177
2,0.9791666865348816,1.0756208896636963
3,0.9756944179534912,0.9489491581916809
4,0.9756944179534912,0.8513932824134827
5,0.9895833134651184,0.7377609014511108
6,0.9861111044883728,0.6721025705337524
7,0.9861111044883728,0.5886422395706177
8,0.9826388955116272,0.5477893352508545
9,0.9861111044883728,0.4893985390663147
0,0.8368055820465088,1.5598549842834473
1,0.9826388955116272,1.2207497358322144
2,0.9861111044883728,1.0959490537643433
3,0.9826388955116272,1.0407309532165527
4,0.9791666865348816,0.9203311204910278
5,0.9826388955116272,0.8055802583694458
6,0.9895833134651184,0.7219449877738953
7,0.9756944179534912,0.6866034269332886
8,0.9930555820465088,0.5879611372947693
9,0.9895833134651184,0.5364283919334412
0,0.9027777910232544,1.4852017164230347
1,0.9756944179534912,1.2317984104156494
2,0.96875,1.1081829071044922
3,0.9930555820465088,0.9634826183319092
4,0.9722222089767456,0.9315550923347473
5,0.9895833134651184,0.8017088770866394
6,0.9965277910232544,0.6739909648895264
7,0.9826388955116272,0.6140522956848145
8,0.9930555820465088,0.5386322736740112
9,0.9826388955116272,0.49532127380371094
0,0.8368055820465088,1.5752333402633667
1,0.9791666865348816,1.2132612466812134
2,0.9722222089767456,1.1497626304626465
3,0.9861111044883728,1.0123902559280396
4,0.9826388955116272,0.9280363917350769
5,0.9861111044883728,0.8483744263648987
6,0.9895833134651184,0.7504808306694031
7,0.96875,0.7144226431846619
8,0.9861111044883728,0.6136858463287354
9,0.9930555820465088,0.5361505150794983
0,0.9861556887626648,0.04482840746641159,0.992943525314331,0.022905569523572922
1,0.9920746684074402,0.023378828540444374,0.9939516186714172,0.024894706904888153
0,0.9857544302940369,0.04637331888079643,0.9949596524238586,0.015629904344677925
1,0.992877185344696,0.024535179138183594,0.9979838728904724,0.006870123092085123
